epoch;accuracy;loss;val_accuracy;val_loss
0;0.0;45.4130744934082;0.004846526775509119;12.297834396362305
1;0.0041240812279284;16.722658157348633;0.01615508832037449;9.450998306274414
2;0.012730859220027924;14.048677444458008;0.0258481428027153;8.99190902709961
3;0.021158328279852867;13.154948234558105;0.03715670481324196;7.898067474365234
4;0.024565178900957108;12.07278823852539;0.05008077621459961;8.272139549255371
5;0.03191680088639259;11.43278694152832;0.06462035328149796;7.377905368804932
6;0.03406849503517151;11.250067710876465;0.06300484389066696;7.432610034942627
7;0.03586157411336899;10.698795318603516;0.06623586267232895;7.315417766571045
8;0.04769589379429817;10.318095207214355;0.07269790023565292;7.230107307434082
9;0.049309663474559784;10.145232200622559;0.08562196791172028;6.829549789428711
10;0.049130357801914215;10.089178085327148;0.0775444284081459;7.127648830413818
11;0.04984758794307709;9.8644380569458;0.08239095658063889;6.870177745819092
12;0.05325443670153618;9.861475944519043;0.09208400547504425;7.2440900802612305
13;0.050206203013658524;9.53298568725586;0.10016155242919922;7.023525238037109
14;0.05558544024825096;9.603180885314941;0.09369951486587524;6.737191200256348
15;0.059530213475227356;9.180388450622559;0.12116316705942154;6.615972518920898
16;0.060426753014326096;9.01282787322998;0.10177706182003021;6.516561508178711
17;0.06114398315548897;8.849654197692871;0.09693053364753723;6.901228427886963
18;0.06204052269458771;8.90135383605957;0.10823909193277359;6.618474960327148
19;0.06706114113330841;8.637493133544922;0.10985460132360458;7.060650825500488
20;0.06455083191394806;8.752636909484863;0.10823909193277359;7.007483005523682
21;0.06526806205511093;8.429129600524902;0.11793214827775955;6.546224117279053
22;0.0754886120557785;8.244277000427246;0.14701130986213684;6.634316921234131
23;0.07261969149112701;8.226593971252441;0.11147011071443558;6.837791442871094
24;0.06903353333473206;8.597942352294922;0.10823909193277359;6.968925952911377
25;0.07064729928970337;8.105385780334473;0.12277867645025253;6.537690162658691
26;0.07010937482118607;8.066751480102539;0.13570274412631989;6.3222479820251465
27;0.06975076347589493;8.110540390014648;0.13731825351715088;6.315393924713135
28;0.07728169113397598;7.739899158477783;0.1292407065629959;6.6486616134643555
29;0.08606778085231781;7.662286758422852;0.14701130986213684;6.262511730194092
30;0.0805092379450798;7.633023262023926;0.13731825351715088;6.172724723815918
31;0.08086784929037094;7.652327060699463;0.14378029108047485;6.204029083251953
32;0.08248162269592285;7.480473041534424;0.15024232864379883;6.348321437835693
33;0.0754886120557785;7.721858501434326;0.16639742255210876;5.958972930908203
34;0.08660570532083511;7.6475043296813965;0.14378029108047485;6.512638568878174
35;0.08535054326057434;7.490425109863281;0.16478191316127777;6.095766067504883
36;0.08266092836856842;7.621576309204102;0.13893376290798187;6.6058149337768555
37;0.08875739574432373;7.5532402992248535;0.16478191316127777;6.380278587341309
38;0.08929532021284103;7.2339911460876465;0.16316640377044678;6.134822368621826
39;0.08911601454019547;7.4041972160339355;0.1583198755979538;6.248331069946289
40;0.09879864007234573;7.157195091247559;0.1599353849887848;6.340821743011475
41;0.09646763652563095;7.148031234741211;0.16801291704177856;6.382622718811035
42;0.08642639219760895;7.315589427947998;0.11470112949609756;7.268968105316162
43;0.09216424822807312;7.2545294761657715;0.16155089437961578;6.364779949188232
44;0.09879864007234573;6.919491291046143;0.14539580047130585;6.5166015625
45;0.0989779457449913;6.732733249664307;0.1857835203409195;6.03296422958374
46;0.09234355390071869;7.336790561676025;0.16155089437961578;6.498997211456299
47;0.0944952517747879;6.861055850982666;0.17285944521427155;6.175565242767334
48;0.09718486666679382;6.810338973999023;0.17124393582344055;5.871345520019531
49;0.098440021276474;7.028416633605957;0.17447495460510254;6.27286434173584
50;0.10202617943286896;6.793035507202148;0.16801291704177856;6.153058052062988
51;0.10453648865222931;6.911365985870361;0.16962842643260956;6.046196937561035
52;0.10597094893455505;6.706448554992676;0.19063004851341248;5.936676502227783
53;0.1079433411359787;6.630185127258301;0.1809369921684265;6.437504768371582
54;0.10937780141830444;6.498170375823975;0.17770597338676453;5.929671764373779
55;0.11529496312141418;6.438316822052002;0.19386106729507446;5.812293529510498
56;0.10901918262243271;6.575947284698486;0.16801291704177856;6.265382766723633
57;0.11135018616914749;6.460535526275635;0.1809369921684265;6.220513820648193
58;0.11547426879405975;6.453505516052246;0.15347334742546082;6.570474624633789
59;0.09467455744743347;7.013659477233887;0.14054927229881287;7.035200595855713
60;0.10041240602731705;6.874826431274414;0.16962842643260956;6.084576606750488
61;0.10991572588682175;6.647378444671631;0.17124393582344055;6.1887311935424805
62;0.11906042695045471;6.452809810638428;0.1841680109500885;5.994801044464111
63;0.11816388368606567;6.527581691741943;0.1857835203409195;6.204427242279053
64;0.11224672943353653;6.435408592224121;0.19386106729507446;6.25197696685791
65;0.12013627588748932;6.1687211990356445;0.17124393582344055;6.23381233215332
66;0.11655011773109436;6.264516353607178;0.2084006518125534;6.127449035644531
67;0.11511564999818802;6.363896369934082;0.1857835203409195;6.057758331298828
68;0.11314326524734497;6.2733612060546875;0.19547657668590546;6.085478782653809
69;0.1285637468099594;5.9864912033081055;0.1841680109500885;6.090663909912109
70;0.12551550567150116;6.000334739685059;0.17609046399593353;6.264197826385498
71;0.139860138297081;5.576796531677246;0.21809369325637817;5.728132724761963
72;0.16245293617248535;5.1930623054504395;0.2132471799850464;5.76896858215332
73;0.1588667780160904;5.041613578796387;0.23263327777385712;5.671741485595703
74;0.17572171986103058;4.815610885620117;0.22294022142887115;5.666882514953613
75;0.17070108652114868;4.737607955932617;0.23263327777385712;5.588375568389893
76;0.17518378794193268;4.5870537757873535;0.22617124021053314;5.661400318145752
77;0.18379056453704834;4.757231712341309;0.2358642965555191;5.701655387878418
78;0.1913214921951294;4.489421367645264;0.24555735290050507;5.600284099578857
79;0.19060426950454712;4.645265102386475;0.24071082472801208;5.711698055267334
80;0.19598349928855896;4.517603874206543;0.25201937556266785;5.62420654296875
81;0.2008248120546341;4.543966770172119;0.2358642965555191;5.555156707763672
82;0.20064550638198853;4.491716384887695;0.22778674960136414;5.527881145477295
83;0.19598349928855896;4.427481651306152;0.24394184350967407;5.494445323944092
84;0.20602475106716156;4.452563762664795;0.24878837168216705;5.561524391174316
85;0.20710058510303497;4.336213111877441;0.25040388107299805;5.551974773406982
86;0.20656266808509827;4.377676486968994;0.24717286229133606;5.517618179321289
87;0.20674197375774384;4.256329536437988;0.256865918636322;5.5172014236450195
88;0.2069212794303894;4.286465644836426;0.25525039434432983;5.580206871032715
89;0.21409359574317932;4.331889629364014;0.25040388107299805;5.592169761657715
90;0.2148108333349228;4.357787609100342;0.260096937417984;5.526183605194092
91;0.21714183688163757;4.286986827850342;0.24555735290050507;5.680711269378662
92;0.21516944468021393;4.141236305236816;0.25363489985466003;5.510650634765625
93;0.21624529361724854;4.231142997741699;0.25201937556266785;5.584497451782227
94;0.2243141531944275;4.197391510009766;0.2681744694709778;5.556673526763916
95;0.2282589226961136;4.199089050292969;0.24717286229133606;5.737603187561035
96;0.22162452340126038;4.178157806396484;0.263327956199646;5.553316593170166
97;0.2209073007106781;4.131573677062988;0.2617124319076538;5.452752590179443
98;0.22359691560268402;4.088263988494873;0.25363489985466003;5.648048400878906
99;0.23130714893341064;4.080295085906982;0.25525039434432983;5.5849761962890625
100;0.22951407730579376;3.982144594192505;0.2617124319076538;5.527529239654541
101;0.23345884680747986;3.890068769454956;0.2584814131259918;5.421675205230713
102;0.24081046879291534;4.0235595703125;0.2617124319076538;5.504306793212891
103;0.23238299787044525;3.9260575771331787;0.256865918636322;5.637460231781006
