epoch;accuracy;loss;val_accuracy;val_loss
0;0.050132445991039276;2.86745023727417;0.10380775481462479;2.551236629486084
1;0.06756591796875;2.4089348316192627;0.12452100962400436;2.3303816318511963
2;0.07934734225273132;2.199425220489502;0.13818688690662384;2.1933650970458984
3;0.08758332580327988;2.0721168518066406;0.14917410910129547;2.0606131553649902
4;0.09128792583942413;1.9802160263061523;0.1606328785419464;1.9616445302963257
5;0.09636113047599792;1.910336971282959;0.16704398393630981;1.9111120700836182
6;0.09976784884929657;1.8593826293945312;0.17228762805461884;1.853367567062378
7;0.1018611490726471;1.826444387435913;0.17519067227840424;1.8226827383041382
8;0.10400202870368958;1.793814778327942;0.17961908876895905;1.7896873950958252
9;0.10445193946361542;1.770035982131958;0.18120267987251282;1.7773702144622803
10;0.10717885941267014;1.748265027999878;0.18255336582660675;1.766467571258545
11;0.10768264532089233;1.7317582368850708;0.1845943033695221;1.7424167394638062
12;0.10999378561973572;1.7150461673736572;0.18669913709163666;1.722493290901184
13;0.10984032601118088;1.7061799764633179;0.18829979002475739;1.7059975862503052
14;0.1106492355465889;1.6851136684417725;0.1889587938785553;1.7025643587112427
15;0.11040555685758591;1.6819924116134644;0.19047990441322327;1.6895785331726074
16;0.11231965571641922;1.6755971908569336;0.19107075035572052;1.6836597919464111
17;0.11116554588079453;1.6606810092926025;0.19162891805171967;1.6822067499160767
18;0.11404764652252197;1.6615862846374512;0.19238023459911346;1.6791118383407593
19;0.11266881972551346;1.6511213779449463;0.19366274774074554;1.6574280261993408
20;0.11419453471899033;1.6424245834350586;0.19470664858818054;1.652823805809021
21;0.11271873861551285;1.6376124620437622;0.19509722292423248;1.650644063949585
22;0.11514962464570999;1.6399576663970947;0.19548636674880981;1.6539584398269653
23;0.11262628436088562;1.6247167587280273;0.19594796001911163;1.6400582790374756
24;0.11386901885271072;1.6220738887786865;0.1965814083814621;1.6372947692871094
25;0.11272916197776794;1.6165032386779785;0.19772472977638245;1.6274137496948242
26;0.11447297781705856;1.614389419555664;0.19768495857715607;1.623540997505188
27;0.11484133452177048;1.6038893461227417;0.19856268167495728;1.6147122383117676
28;0.1158737987279892;1.6060398817062378;0.19797611236572266;1.6237579584121704
29;0.11556722223758698;1.6042182445526123;0.2002883106470108;1.6045631170272827
30;0.11646125465631485;1.5850191116333008;0.1997969001531601;1.6065633296966553
31;0.11678195744752884;1.5897160768508911;0.2005695253610611;1.5968915224075317
32;0.11681491881608963;1.5890783071517944;0.20042750239372253;1.60283625125885
33;0.11680952459573746;1.5841556787490845;0.20136913657188416;1.59158194065094
34;0.117111437022686;1.5879008769989014;0.20140890777111053;1.5922043323516846
35;0.11784513294696808;1.5807734727859497;0.2021247297525406;1.5911054611206055
36;0.11679340153932571;1.5733613967895508;0.2023647576570511;1.583345890045166
37;0.1172575131058693;1.5732165575027466;0.2025337666273117;1.581115961074829
38;0.11699414253234863;1.5724083185195923;0.2023462951183319;1.5831204652786255
39;0.12004806846380234;1.575636863708496;0.20306068658828735;1.5790451765060425
40;0.11942759901285172;1.5627001523971558;0.20358192920684814;1.5731849670410156
41;0.11876071244478226;1.5675485134124756;0.2039753496646881;1.5739550590515137
42;0.11867214739322662;1.5660606622695923;0.20430201292037964;1.5650874376296997
43;0.11835751682519913;1.5628937482833862;0.20408044755458832;1.5688644647598267
44;0.1198885515332222;1.5578075647354126;0.20433324575424194;1.567678689956665
45;0.12093484401702881;1.5553747415542603;0.20458747446537018;1.5698909759521484
46;0.1188657283782959;1.5529701709747314;0.20430627465248108;1.567694067955017
47;0.12011005729436874;1.5555020570755005;0.204756498336792;1.563770055770874
48;0.11943832039833069;1.5526745319366455;0.2049240916967392;1.5598819255828857
49;0.11894624680280685;1.5459263324737549;0.20516127347946167;1.5633126497268677
50;0.12021442502737045;1.5471805334091187;0.20557883381843567;1.5573662519454956
